Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Data File	Raw Data File
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-1	polar fraction	labelling	Ellipsis	labelled extract_27-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_27-4	Ellipsis	raw spectral data file_27-6	raw spectral data file_27-6
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-1	polar fraction	labelling	Ellipsis	labelled extract_27-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_27-13	Ellipsis	raw spectral data file_27-15	raw spectral data file_27-15
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-30	lipids	labelling	Ellipsis	labelled extract_27-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_27-33	Ellipsis	raw spectral data file_27-35	raw spectral data file_27-35
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-30	lipids	labelling	Ellipsis	labelled extract_27-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_27-56	Ellipsis	raw spectral data file_27-58	raw spectral data file_27-58
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-30	lipids	labelling	Ellipsis	labelled extract_27-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_27-36	Ellipsis	raw spectral data file_27-38	raw spectral data file_27-38
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-1	polar fraction	labelling	Ellipsis	labelled extract_27-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_27-21	Ellipsis	raw spectral data file_27-23	raw spectral data file_27-23
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-1	polar fraction	labelling	Ellipsis	labelled extract_27-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_27-27	Ellipsis	raw spectral data file_27-29	raw spectral data file_27-29
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-1	polar fraction	labelling	Ellipsis	labelled extract_27-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_27-24	Ellipsis	raw spectral data file_27-26	raw spectral data file_27-26
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_27-30	lipids	labelling	Ellipsis	labelled extract_27-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_27-50	Ellipsis	raw spectral data file_27-52	raw spectral data file_27-52
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-30	lipids	labelling	Ellipsis	labelled extract_28-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_28-36	Ellipsis	raw spectral data file_28-38	raw spectral data file_28-38
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-30	lipids	labelling	Ellipsis	labelled extract_28-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_28-33	Ellipsis	raw spectral data file_28-35	raw spectral data file_28-35
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-1	polar fraction	labelling	Ellipsis	labelled extract_28-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_28-13	Ellipsis	raw spectral data file_28-15	raw spectral data file_28-15
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-30	lipids	labelling	Ellipsis	labelled extract_28-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_28-56	Ellipsis	raw spectral data file_28-58	raw spectral data file_28-58
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-30	lipids	labelling	Ellipsis	labelled extract_28-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_28-39	Ellipsis	raw spectral data file_28-41	raw spectral data file_28-41
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-30	lipids	labelling	Ellipsis	labelled extract_28-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_28-47	Ellipsis	raw spectral data file_28-49	raw spectral data file_28-49
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-1	polar fraction	labelling	Ellipsis	labelled extract_28-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_28-21	Ellipsis	raw spectral data file_28-23	raw spectral data file_28-23
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-1	polar fraction	labelling	Ellipsis	labelled extract_28-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_28-4	Ellipsis	raw spectral data file_28-6	raw spectral data file_28-6
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-1	polar fraction	labelling	Ellipsis	labelled extract_28-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_28-18	Ellipsis	raw spectral data file_28-20	raw spectral data file_28-20
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-30	lipids	labelling	Ellipsis	labelled extract_28-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_28-50	Ellipsis	raw spectral data file_28-52	raw spectral data file_28-52
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-1	polar fraction	labelling	Ellipsis	labelled extract_28-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_28-7	Ellipsis	raw spectral data file_28-9	raw spectral data file_28-9
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-30	lipids	labelling	Ellipsis	labelled extract_28-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_28-53	Ellipsis	raw spectral data file_28-55	raw spectral data file_28-55
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-1	polar fraction	labelling	Ellipsis	labelled extract_28-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_28-27	Ellipsis	raw spectral data file_28-29	raw spectral data file_28-29
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-1	polar fraction	labelling	Ellipsis	labelled extract_28-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_28-24	Ellipsis	raw spectral data file_28-26	raw spectral data file_28-26
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-30	lipids	labelling	Ellipsis	labelled extract_28-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_28-42	Ellipsis	raw spectral data file_28-44	raw spectral data file_28-44
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_28-1	polar fraction	labelling	Ellipsis	labelled extract_28-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_28-10	Ellipsis	raw spectral data file_28-12	raw spectral data file_28-12
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-30	lipids	labelling	Ellipsis	labelled extract_29-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_29-47	Ellipsis	raw spectral data file_29-49	raw spectral data file_29-49
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-1	polar fraction	labelling	Ellipsis	labelled extract_29-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_29-18	Ellipsis	raw spectral data file_29-20	raw spectral data file_29-20
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-1	polar fraction	labelling	Ellipsis	labelled extract_29-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_29-10	Ellipsis	raw spectral data file_29-12	raw spectral data file_29-12
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-1	polar fraction	labelling	Ellipsis	labelled extract_29-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_29-27	Ellipsis	raw spectral data file_29-29	raw spectral data file_29-29
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-30	lipids	labelling	Ellipsis	labelled extract_29-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_29-36	Ellipsis	raw spectral data file_29-38	raw spectral data file_29-38
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-30	lipids	labelling	Ellipsis	labelled extract_29-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_29-56	Ellipsis	raw spectral data file_29-58	raw spectral data file_29-58
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-1	polar fraction	labelling	Ellipsis	labelled extract_29-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_29-21	Ellipsis	raw spectral data file_29-23	raw spectral data file_29-23
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-1	polar fraction	labelling	Ellipsis	labelled extract_29-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_29-24	Ellipsis	raw spectral data file_29-26	raw spectral data file_29-26
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-30	lipids	labelling	Ellipsis	labelled extract_29-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_29-42	Ellipsis	raw spectral data file_29-44	raw spectral data file_29-44
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-30	lipids	labelling	Ellipsis	labelled extract_29-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_29-50	Ellipsis	raw spectral data file_29-52	raw spectral data file_29-52
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-30	lipids	labelling	Ellipsis	labelled extract_29-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_29-53	Ellipsis	raw spectral data file_29-55	raw spectral data file_29-55
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-1	polar fraction	labelling	Ellipsis	labelled extract_29-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_29-4	Ellipsis	raw spectral data file_29-6	raw spectral data file_29-6
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-30	lipids	labelling	Ellipsis	labelled extract_29-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_29-39	Ellipsis	raw spectral data file_29-41	raw spectral data file_29-41
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-1	polar fraction	labelling	Ellipsis	labelled extract_29-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_29-7	Ellipsis	raw spectral data file_29-9	raw spectral data file_29-9
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-30	lipids	labelling	Ellipsis	labelled extract_29-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_29-33	Ellipsis	raw spectral data file_29-35	raw spectral data file_29-35
GRP-treatment.SBJ-010.CEL-CELL_treatment_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_29-1	polar fraction	labelling	Ellipsis	labelled extract_29-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_29-13	Ellipsis	raw spectral data file_29-15	raw spectral data file_29-15
